"Index Name","Date","Open","High","Low","Close"
"NIFTY200 MOMENTUM 30","20 Aug 2020","-","-","-","12061.68"
"NIFTY200 MOMENTUM 30","19 Aug 2020","-","-","-","12078.62"
"NIFTY200 MOMENTUM 30","18 Aug 2020","-","-","-","12068.39"
"NIFTY200 MOMENTUM 30","17 Aug 2020","-","-","-","11974.77"
"NIFTY200 MOMENTUM 30","14 Aug 2020","-","-","-","11948.09"
"NIFTY200 MOMENTUM 30","13 Aug 2020","-","-","-","11943.14"
"NIFTY200 MOMENTUM 30","12 Aug 2020","-","-","-","11961.26"
"NIFTY200 MOMENTUM 30","11 Aug 2020","-","-","-","12074.27"
"NIFTY200 MOMENTUM 30","10 Aug 2020","-","-","-","12184.38"
"NIFTY200 MOMENTUM 30","07 Aug 2020","-","-","-","11929.72"
"NIFTY200 MOMENTUM 30","06 Aug 2020","-","-","-","11810.52"
"NIFTY200 MOMENTUM 30","05 Aug 2020","-","-","-","11698.98"
"NIFTY200 MOMENTUM 30","04 Aug 2020","-","-","-","11687.91"
"NIFTY200 MOMENTUM 30","03 Aug 2020","-","-","-","11543.03"
"NIFTY200 MOMENTUM 30","31 Jul 2020","-","-","-","11586.35"
"NIFTY200 MOMENTUM 30","30 Jul 2020","-","-","-","11426.71"
"NIFTY200 MOMENTUM 30","29 Jul 2020","-","-","-","11358.83"
"NIFTY200 MOMENTUM 30","28 Jul 2020","-","-","-","11251.01"
"NIFTY200 MOMENTUM 30","27 Jul 2020","-","-","-","11203.87"
"NIFTY200 MOMENTUM 30","24 Jul 2020","-","-","-","11264.61"
"NIFTY200 MOMENTUM 30","23 Jul 2020","-","-","-","11346.29"
"NIFTY200 MOMENTUM 30","22 Jul 2020","-","-","-","11257.50"
"NIFTY200 MOMENTUM 30","21 Jul 2020","-","-","-","11280.60"
"NIFTY200 MOMENTUM 30","20 Jul 2020","-","-","-","11404.83"
"NIFTY200 MOMENTUM 30","17 Jul 2020","-","-","-","11329.20"
"NIFTY200 MOMENTUM 30","16 Jul 2020","-","-","-","11177.65"
"NIFTY200 MOMENTUM 30","15 Jul 2020","-","-","-","11059.50"
"NIFTY200 MOMENTUM 30","14 Jul 2020","-","-","-","11092.67"
"NIFTY200 MOMENTUM 30","13 Jul 2020","-","-","-","11113.00"
"NIFTY200 MOMENTUM 30","10 Jul 2020","-","-","-","11036.17"
"NIFTY200 MOMENTUM 30","09 Jul 2020","-","-","-","11003.81"
"NIFTY200 MOMENTUM 30","08 Jul 2020","-","-","-","10950.57"
"NIFTY200 MOMENTUM 30","07 Jul 2020","-","-","-","10988.13"
"NIFTY200 MOMENTUM 30","06 Jul 2020","-","-","-","10973.53"
"NIFTY200 MOMENTUM 30","03 Jul 2020","-","-","-","10949.59"
"NIFTY200 MOMENTUM 30","02 Jul 2020","-","-","-","10867.41"
"NIFTY200 MOMENTUM 30","01 Jul 2020","-","-","-","10813.12"
"NIFTY200 MOMENTUM 30","30 Jun 2020","-","-","-","10878.78"
"NIFTY200 MOMENTUM 30","29 Jun 2020","-","-","-","10914.42"
"NIFTY200 MOMENTUM 30","26 Jun 2020","-","-","-","10904.99"
"NIFTY200 MOMENTUM 30","25 Jun 2020","-","-","-","10917.80"
"NIFTY200 MOMENTUM 30","24 Jun 2020","-","-","-","10923.61"
"NIFTY200 MOMENTUM 30","23 Jun 2020","-","-","-","11093.47"
"NIFTY200 MOMENTUM 30","22 Jun 2020","-","-","-","10913.79"
"NIFTY200 MOMENTUM 30","19 Jun 2020","-","-","-","10791.71"
"NIFTY200 MOMENTUM 30","18 Jun 2020","-","-","-","10625.30"
"NIFTY200 MOMENTUM 30","17 Jun 2020","-","-","-","10459.09"
"NIFTY200 MOMENTUM 30","16 Jun 2020","-","-","-","10485.38"
"NIFTY200 MOMENTUM 30","15 Jun 2020","-","-","-","10433.29"
"NIFTY200 MOMENTUM 30","12 Jun 2020","-","-","-","10610.33"
"NIFTY200 MOMENTUM 30","11 Jun 2020","-","-","-","10491.21"
"NIFTY200 MOMENTUM 30","10 Jun 2020","-","-","-","10642.61"
"NIFTY200 MOMENTUM 30","09 Jun 2020","-","-","-","10601.94"
"NIFTY200 MOMENTUM 30","08 Jun 2020","-","-","-","10690.89"
"NIFTY200 MOMENTUM 30","05 Jun 2020","-","-","-","10710.57"
"NIFTY200 MOMENTUM 30","04 Jun 2020","-","-","-","10612.32"
"NIFTY200 MOMENTUM 30","03 Jun 2020","-","-","-","10653.01"
"NIFTY200 MOMENTUM 30","02 Jun 2020","-","-","-","10531.54"
"NIFTY200 MOMENTUM 30","01 Jun 2020","-","-","-","10410.49"
"NIFTY200 MOMENTUM 30","29 May 2020","-","-","-","10210.70"
"NIFTY200 MOMENTUM 30","28 May 2020","-","-","-","10001.27"
"NIFTY200 MOMENTUM 30","27 May 2020","-","-","-","9868.20"
"NIFTY200 MOMENTUM 30","26 May 2020","-","-","-","9706.34"
"NIFTY200 MOMENTUM 30","22 May 2020","-","-","-","9716.32"
"NIFTY200 MOMENTUM 30","21 May 2020","-","-","-","9799.54"
"NIFTY200 MOMENTUM 30","20 May 2020","-","-","-","9814.62"
"NIFTY200 MOMENTUM 30","19 May 2020","-","-","-","9606.09"
"NIFTY200 MOMENTUM 30","18 May 2020","-","-","-","9524.08"
"NIFTY200 MOMENTUM 30","15 May 2020","-","-","-","9876.00"
"NIFTY200 MOMENTUM 30","14 May 2020","-","-","-","9838.60"
"NIFTY200 MOMENTUM 30","13 May 2020","-","-","-","9985.71"
"NIFTY200 MOMENTUM 30","12 May 2020","-","-","-","9905.82"
"NIFTY200 MOMENTUM 30","11 May 2020","-","-","-","9964.99"
"NIFTY200 MOMENTUM 30","08 May 2020","-","-","-","10012.36"
"NIFTY200 MOMENTUM 30","07 May 2020","-","-","-","9883.05"
"NIFTY200 MOMENTUM 30","06 May 2020","-","-","-","10007.52"
"NIFTY200 MOMENTUM 30","05 May 2020","-","-","-","9892.18"
"NIFTY200 MOMENTUM 30","04 May 2020","-","-","-","10060.67"
"NIFTY200 MOMENTUM 30","30 Apr 2020","-","-","-","10540.04"
"NIFTY200 MOMENTUM 30","29 Apr 2020","-","-","-","10382.07"
"NIFTY200 MOMENTUM 30","28 Apr 2020","-","-","-","10324.63"
"NIFTY200 MOMENTUM 30","27 Apr 2020","-","-","-","10260.12"
"NIFTY200 MOMENTUM 30","24 Apr 2020","-","-","-","10046.88"
"NIFTY200 MOMENTUM 30","23 Apr 2020","-","-","-","10220.24"
"NIFTY200 MOMENTUM 30","22 Apr 2020","-","-","-","10162.60"
"NIFTY200 MOMENTUM 30","21 Apr 2020","-","-","-","9943.22"
"NIFTY200 MOMENTUM 30","20 Apr 2020","-","-","-","10074.24"
"NIFTY200 MOMENTUM 30","17 Apr 2020","-","-","-","10110.88"
"NIFTY200 MOMENTUM 30","16 Apr 2020","-","-","-","9976.61"
"NIFTY200 MOMENTUM 30","15 Apr 2020","-","-","-","9870.65"
"NIFTY200 MOMENTUM 30","13 Apr 2020","-","-","-","9824.00"
"NIFTY200 MOMENTUM 30","09 Apr 2020","-","-","-","9859.89"
"NIFTY200 MOMENTUM 30","08 Apr 2020","-","-","-","9541.03"
"NIFTY200 MOMENTUM 30","07 Apr 2020","-","-","-","9549.69"
"NIFTY200 MOMENTUM 30","03 Apr 2020","-","-","-","8797.16"
"NIFTY200 MOMENTUM 30","01 Apr 2020","-","-","-","8928.01"
"NIFTY200 MOMENTUM 30","31 Mar 2020","-","-","-","9252.38"
"NIFTY200 MOMENTUM 30","30 Mar 2020","-","-","-","8896.85"
"NIFTY200 MOMENTUM 30","27 Mar 2020","-","-","-","9100.32"
"NIFTY200 MOMENTUM 30","26 Mar 2020","-","-","-","9206.66"
"NIFTY200 MOMENTUM 30","25 Mar 2020","-","-","-","8871.46"
"NIFTY200 MOMENTUM 30","24 Mar 2020","-","-","-","8333.67"
"NIFTY200 MOMENTUM 30","23 Mar 2020","-","-","-","8103.24"
"NIFTY200 MOMENTUM 30","20 Mar 2020","-","-","-","9316.67"
"NIFTY200 MOMENTUM 30","19 Mar 2020","-","-","-","8709.34"
"NIFTY200 MOMENTUM 30","18 Mar 2020","-","-","-","8982.77"
"NIFTY200 MOMENTUM 30","17 Mar 2020","-","-","-","9613.58"
"NIFTY200 MOMENTUM 30","16 Mar 2020","-","-","-","9838.83"
"NIFTY200 MOMENTUM 30","13 Mar 2020","-","-","-","10469.45"
"NIFTY200 MOMENTUM 30","12 Mar 2020","-","-","-","10151.76"
"NIFTY200 MOMENTUM 30","11 Mar 2020","-","-","-","10936.92"
"NIFTY200 MOMENTUM 30","09 Mar 2020","-","-","-","10944.24"
"NIFTY200 MOMENTUM 30","06 Mar 2020","-","-","-","11362.55"
"NIFTY200 MOMENTUM 30","05 Mar 2020","-","-","-","11563.33"
"NIFTY200 MOMENTUM 30","04 Mar 2020","-","-","-","11506.41"
"NIFTY200 MOMENTUM 30","03 Mar 2020","-","-","-","11587.62"
"NIFTY200 MOMENTUM 30","02 Mar 2020","-","-","-","11393.86"
"NIFTY200 MOMENTUM 30","28 Feb 2020","-","-","-","11475.15"
"NIFTY200 MOMENTUM 30","27 Feb 2020","-","-","-","11898.33"
"NIFTY200 MOMENTUM 30","26 Feb 2020","-","-","-","11915.86"
"NIFTY200 MOMENTUM 30","25 Feb 2020","-","-","-","12003.80"
"NIFTY200 MOMENTUM 30","24 Feb 2020","-","-","-","12035.17"
"NIFTY200 MOMENTUM 30","20 Feb 2020","-","-","-","12243.34"
"NIFTY200 MOMENTUM 30","19 Feb 2020","-","-","-","12317.64"
"NIFTY200 MOMENTUM 30","18 Feb 2020","-","-","-","12126.88"
"NIFTY200 MOMENTUM 30","17 Feb 2020","-","-","-","12173.99"
"NIFTY200 MOMENTUM 30","14 Feb 2020","-","-","-","12228.36"
"NIFTY200 MOMENTUM 30","13 Feb 2020","-","-","-","12228.25"
"NIFTY200 MOMENTUM 30","12 Feb 2020","-","-","-","12249.83"
"NIFTY200 MOMENTUM 30","11 Feb 2020","-","-","-","12166.76"
"NIFTY200 MOMENTUM 30","10 Feb 2020","-","-","-","12154.74"
"NIFTY200 MOMENTUM 30","07 Feb 2020","-","-","-","12176.63"
"NIFTY200 MOMENTUM 30","06 Feb 2020","-","-","-","12197.42"
"NIFTY200 MOMENTUM 30","05 Feb 2020","-","-","-","12142.04"
"NIFTY200 MOMENTUM 30","04 Feb 2020","-","-","-","12043.18"
"NIFTY200 MOMENTUM 30","03 Feb 2020","-","-","-","11796.19"
"NIFTY200 MOMENTUM 30","01 Feb 2020","-","-","-","11558.20"
"NIFTY200 MOMENTUM 30","31 Jan 2020","-","-","-","11817.43"
"NIFTY200 MOMENTUM 30","30 Jan 2020","-","-","-","11928.94"
"NIFTY200 MOMENTUM 30","29 Jan 2020","-","-","-","12028.67"
"NIFTY200 MOMENTUM 30","28 Jan 2020","-","-","-","11956.93"
"NIFTY200 MOMENTUM 30","27 Jan 2020","-","-","-","11967.34"
"NIFTY200 MOMENTUM 30","24 Jan 2020","-","-","-","12015.11"
"NIFTY200 MOMENTUM 30","23 Jan 2020","-","-","-","11919.28"
"NIFTY200 MOMENTUM 30","22 Jan 2020","-","-","-","11808.50"
"NIFTY200 MOMENTUM 30","21 Jan 2020","-","-","-","11854.00"
"NIFTY200 MOMENTUM 30","20 Jan 2020","-","-","-","11887.53"
"NIFTY200 MOMENTUM 30","17 Jan 2020","-","-","-","11942.17"
"NIFTY200 MOMENTUM 30","16 Jan 2020","-","-","-","11871.61"
"NIFTY200 MOMENTUM 30","15 Jan 2020","-","-","-","11798.42"
"NIFTY200 MOMENTUM 30","14 Jan 2020","-","-","-","11760.27"
"NIFTY200 MOMENTUM 30","13 Jan 2020","-","-","-","11689.57"
"NIFTY200 MOMENTUM 30","10 Jan 2020","-","-","-","11600.70"
"NIFTY200 MOMENTUM 30","09 Jan 2020","-","-","-","11552.28"
"NIFTY200 MOMENTUM 30","08 Jan 2020","-","-","-","11373.32"
"NIFTY200 MOMENTUM 30","07 Jan 2020","-","-","-","11325.67"
"NIFTY200 MOMENTUM 30","06 Jan 2020","-","-","-","11258.12"
"NIFTY200 MOMENTUM 30","03 Jan 2020","-","-","-","11477.31"
"NIFTY200 MOMENTUM 30","02 Jan 2020","-","-","-","11546.18"
"NIFTY200 MOMENTUM 30","01 Jan 2020","-","-","-","11483.49"
"NIFTY200 MOMENTUM 30","31 Dec 2019","-","-","-","11490.82"
"NIFTY200 MOMENTUM 30","30 Dec 2019","-","-","-","11556.31"
"NIFTY200 MOMENTUM 30","27 Dec 2019","-","-","-","11526.89"
"NIFTY200 MOMENTUM 30","26 Dec 2019","-","-","-","11437.90"
"NIFTY200 MOMENTUM 30","24 Dec 2019","-","-","-","11480.31"
"NIFTY200 MOMENTUM 30","23 Dec 2019","-","-","-","11524.68"
"NIFTY200 MOMENTUM 30","20 Dec 2019","-","-","-","11524.66"
"NIFTY200 MOMENTUM 30","19 Dec 2019","-","-","-","11470.42"
"NIFTY200 MOMENTUM 30","18 Dec 2019","-","-","-","11454.68"
"NIFTY200 MOMENTUM 30","17 Dec 2019","-","-","-","11430.83"
"NIFTY200 MOMENTUM 30","16 Dec 2019","-","-","-","11351.37"
"NIFTY200 MOMENTUM 30","13 Dec 2019","-","-","-","11361.96"
"NIFTY200 MOMENTUM 30","12 Dec 2019","-","-","-","11282.68"
"NIFTY200 MOMENTUM 30","11 Dec 2019","-","-","-","11215.76"
"NIFTY200 MOMENTUM 30","10 Dec 2019","-","-","-","11131.52"
"NIFTY200 MOMENTUM 30","09 Dec 2019","-","-","-","11188.05"
"NIFTY200 MOMENTUM 30","06 Dec 2019","-","-","-","11165.96"
"NIFTY200 MOMENTUM 30","05 Dec 2019","-","-","-","11272.24"
"NIFTY200 MOMENTUM 30","04 Dec 2019","-","-","-","11293.06"
"NIFTY200 MOMENTUM 30","03 Dec 2019","-","-","-","11219.38"
"NIFTY200 MOMENTUM 30","02 Dec 2019","-","-","-","11234.50"
"NIFTY200 MOMENTUM 30","29 Nov 2019","-","-","-","11261.47"
"NIFTY200 MOMENTUM 30","28 Nov 2019","-","-","-","11368.26"
"NIFTY200 MOMENTUM 30","27 Nov 2019","-","-","-","11306.70"
"NIFTY200 MOMENTUM 30","26 Nov 2019","-","-","-","11217.13"
"NIFTY200 MOMENTUM 30","25 Nov 2019","-","-","-","11243.79"
"NIFTY200 MOMENTUM 30","22 Nov 2019","-","-","-","11090.18"
"NIFTY200 MOMENTUM 30","21 Nov 2019","-","-","-","11171.13"
"NIFTY200 MOMENTUM 30","20 Nov 2019","-","-","-","11228.06"
"NIFTY200 MOMENTUM 30","19 Nov 2019","-","-","-","11192.29"
"NIFTY200 MOMENTUM 30","18 Nov 2019","-","-","-","11149.86"
"NIFTY200 MOMENTUM 30","15 Nov 2019","-","-","-","11135.46"
"NIFTY200 MOMENTUM 30","14 Nov 2019","-","-","-","11119.30"
"NIFTY200 MOMENTUM 30","13 Nov 2019","-","-","-","11061.42"
"NIFTY200 MOMENTUM 30","11 Nov 2019","-","-","-","11157.56"
"NIFTY200 MOMENTUM 30","08 Nov 2019","-","-","-","11143.44"
"NIFTY200 MOMENTUM 30","07 Nov 2019","-","-","-","11214.02"
"NIFTY200 MOMENTUM 30","06 Nov 2019","-","-","-","11170.55"
"NIFTY200 MOMENTUM 30","05 Nov 2019","-","-","-","11173.09"
"NIFTY200 MOMENTUM 30","04 Nov 2019","-","-","-","11183.69"
"NIFTY200 MOMENTUM 30","01 Nov 2019","-","-","-","11111.76"
"NIFTY200 MOMENTUM 30","31 Oct 2019","-","-","-","11114.52"
"NIFTY200 MOMENTUM 30","30 Oct 2019","-","-","-","11016.39"
"NIFTY200 MOMENTUM 30","29 Oct 2019","-","-","-","10978.93"
"NIFTY200 MOMENTUM 30","27 Oct 2019","-","-","-","10864.71"
"NIFTY200 MOMENTUM 30","25 Oct 2019","-","-","-","10850.67"
"NIFTY200 MOMENTUM 30","24 Oct 2019","-","-","-","10884.44"
"NIFTY200 MOMENTUM 30","23 Oct 2019","-","-","-","10877.21"
"NIFTY200 MOMENTUM 30","22 Oct 2019","-","-","-","10858.36"
"NIFTY200 MOMENTUM 30","18 Oct 2019","-","-","-","10914.46"
"NIFTY200 MOMENTUM 30","17 Oct 2019","-","-","-","10821.33"
"NIFTY200 MOMENTUM 30","16 Oct 2019","-","-","-","10705.69"
"NIFTY200 MOMENTUM 30","15 Oct 2019","-","-","-","10643.86"
"NIFTY200 MOMENTUM 30","14 Oct 2019","-","-","-","10606.59"
"NIFTY200 MOMENTUM 30","11 Oct 2019","-","-","-","10615.71"
"NIFTY200 MOMENTUM 30","10 Oct 2019","-","-","-","10586.47"
"NIFTY200 MOMENTUM 30","09 Oct 2019","-","-","-","10675.83"
"NIFTY200 MOMENTUM 30","07 Oct 2019","-","-","-","10505.75"
"NIFTY200 MOMENTUM 30","04 Oct 2019","-","-","-","10528.37"
"NIFTY200 MOMENTUM 30","03 Oct 2019","-","-","-","10666.11"
"NIFTY200 MOMENTUM 30","01 Oct 2019","-","-","-","10727.43"
"NIFTY200 MOMENTUM 30","30 Sep 2019","-","-","-","10866.71"
"NIFTY200 MOMENTUM 30","27 Sep 2019","-","-","-","10921.68"
"NIFTY200 MOMENTUM 30","26 Sep 2019","-","-","-","10932.70"
"NIFTY200 MOMENTUM 30","25 Sep 2019","-","-","-","10828.81"
"NIFTY200 MOMENTUM 30","24 Sep 2019","-","-","-","10974.57"
"NIFTY200 MOMENTUM 30","23 Sep 2019","-","-","-","10984.64"
"NIFTY200 MOMENTUM 30","20 Sep 2019","-","-","-","10650.24"
"NIFTY200 MOMENTUM 30","19 Sep 2019","-","-","-","10092.14"
"NIFTY200 MOMENTUM 30","18 Sep 2019","-","-","-","10228.93"
"NIFTY200 MOMENTUM 30","17 Sep 2019","-","-","-","10198.55"
"NIFTY200 MOMENTUM 30","16 Sep 2019","-","-","-","10364.14"
"NIFTY200 MOMENTUM 30","13 Sep 2019","-","-","-","10420.05"
"NIFTY200 MOMENTUM 30","12 Sep 2019","-","-","-","10313.42"
"NIFTY200 MOMENTUM 30","11 Sep 2019","-","-","-","10362.43"
"NIFTY200 MOMENTUM 30","09 Sep 2019","-","-","-","10340.51"
"NIFTY200 MOMENTUM 30","06 Sep 2019","-","-","-","10221.51"
"NIFTY200 MOMENTUM 30","05 Sep 2019","-","-","-","10115.58"
"NIFTY200 MOMENTUM 30","04 Sep 2019","-","-","-","10127.83"
"NIFTY200 MOMENTUM 30","03 Sep 2019","-","-","-","10073.31"
"NIFTY200 MOMENTUM 30","30 Aug 2019","-","-","-","10283.03"
"NIFTY200 MOMENTUM 30","29 Aug 2019","-","-","-","10192.19"
"NIFTY200 MOMENTUM 30","28 Aug 2019","-","-","-","10295.28"
"NIFTY200 MOMENTUM 30","27 Aug 2019","-","-","-","10360.26"
"NIFTY200 MOMENTUM 30","26 Aug 2019","-","-","-","10349.03"
"NIFTY200 MOMENTUM 30","23 Aug 2019","-","-","-","10115.39"
"NIFTY200 MOMENTUM 30","22 Aug 2019","-","-","-","10021.28"
"NIFTY200 MOMENTUM 30","21 Aug 2019","-","-","-","10189.57"
"NIFTY200 MOMENTUM 30","20 Aug 2019","-","-","-","10282.97"
"NIFTY200 MOMENTUM 30","19 Aug 2019","-","-","-","10320.43"
"NIFTY200 MOMENTUM 30","16 Aug 2019","-","-","-","10295.37"
"NIFTY200 MOMENTUM 30","14 Aug 2019","-","-","-","10267.37"
"NIFTY200 MOMENTUM 30","13 Aug 2019","-","-","-","10128.58"
"NIFTY200 MOMENTUM 30","09 Aug 2019","-","-","-","10380.58"
"NIFTY200 MOMENTUM 30","08 Aug 2019","-","-","-","10278.08"
"NIFTY200 MOMENTUM 30","07 Aug 2019","-","-","-","10128.02"
"NIFTY200 MOMENTUM 30","06 Aug 2019","-","-","-","10220.90"
"NIFTY200 MOMENTUM 30","05 Aug 2019","-","-","-","10085.90"
"NIFTY200 MOMENTUM 30","02 Aug 2019","-","-","-","10239.43"
"NIFTY200 MOMENTUM 30","01 Aug 2019","-","-","-","10233.62"
"NIFTY200 MOMENTUM 30","31 Jul 2019","-","-","-","10361.86"
"NIFTY200 MOMENTUM 30","30 Jul 2019","-","-","-","10351.60"
"NIFTY200 MOMENTUM 30","29 Jul 2019","-","-","-","10485.87"
"NIFTY200 MOMENTUM 30","26 Jul 2019","-","-","-","10560.90"
"NIFTY200 MOMENTUM 30","25 Jul 2019","-","-","-","10469.95"
"NIFTY200 MOMENTUM 30","24 Jul 2019","-","-","-","10491.05"
"NIFTY200 MOMENTUM 30","23 Jul 2019","-","-","-","10589.81"
"NIFTY200 MOMENTUM 30","22 Jul 2019","-","-","-","10606.89"
"NIFTY200 MOMENTUM 30","19 Jul 2019","-","-","-","10706.74"
"NIFTY200 MOMENTUM 30","18 Jul 2019","-","-","-","10920.26"
"NIFTY200 MOMENTUM 30","17 Jul 2019","-","-","-","10989.20"
"NIFTY200 MOMENTUM 30","16 Jul 2019","-","-","-","10946.70"
"NIFTY200 MOMENTUM 30","15 Jul 2019","-","-","-","10866.17"
"NIFTY200 MOMENTUM 30","12 Jul 2019","-","-","-","10820.29"
"NIFTY200 MOMENTUM 30","11 Jul 2019","-","-","-","10851.18"
"NIFTY200 MOMENTUM 30","10 Jul 2019","-","-","-","10815.50"
"NIFTY200 MOMENTUM 30","09 Jul 2019","-","-","-","10926.02"
"NIFTY200 MOMENTUM 30","08 Jul 2019","-","-","-","10956.02"
"NIFTY200 MOMENTUM 30","05 Jul 2019","-","-","-","11231.39"
"NIFTY200 MOMENTUM 30","04 Jul 2019","-","-","-","11397.54"
"NIFTY200 MOMENTUM 30","03 Jul 2019","-","-","-","11335.22"
"NIFTY200 MOMENTUM 30","02 Jul 2019","-","-","-","11344.71"
"NIFTY200 MOMENTUM 30","01 Jul 2019","-","-","-","11286.12"
"NIFTY200 MOMENTUM 30","28 Jun 2019","-","-","-","11231.11"
"NIFTY200 MOMENTUM 30","27 Jun 2019","-","-","-","11259.50"
"NIFTY200 MOMENTUM 30","26 Jun 2019","-","-","-","11275.16"
"NIFTY200 MOMENTUM 30","25 Jun 2019","-","-","-","11251.56"
"NIFTY200 MOMENTUM 30","24 Jun 2019","-","-","-","11169.59"
"NIFTY200 MOMENTUM 30","21 Jun 2019","-","-","-","11228.35"
"NIFTY200 MOMENTUM 30","20 Jun 2019","-","-","-","11337.89"
"NIFTY200 MOMENTUM 30","19 Jun 2019","-","-","-","11242.24"
"NIFTY200 MOMENTUM 30","18 Jun 2019","-","-","-","11235.62"
"NIFTY200 MOMENTUM 30","17 Jun 2019","-","-","-","11221.51"
"NIFTY200 MOMENTUM 30","14 Jun 2019","-","-","-","11311.72"
"NIFTY200 MOMENTUM 30","13 Jun 2019","-","-","-","11410.84"
"NIFTY200 MOMENTUM 30","12 Jun 2019","-","-","-","11401.42"
"NIFTY200 MOMENTUM 30","11 Jun 2019","-","-","-","11457.60"
"NIFTY200 MOMENTUM 30","10 Jun 2019","-","-","-","11416.40"
"NIFTY200 MOMENTUM 30","07 Jun 2019","-","-","-","11319.06"
"NIFTY200 MOMENTUM 30","06 Jun 2019","-","-","-","11299.49"
"NIFTY200 MOMENTUM 30","04 Jun 2019","-","-","-","11406.25"
"NIFTY200 MOMENTUM 30","03 Jun 2019","-","-","-","11493.53"
"NIFTY200 MOMENTUM 30","31 May 2019","-","-","-","11320.99"
"NIFTY200 MOMENTUM 30","30 May 2019","-","-","-","11286.41"
"NIFTY200 MOMENTUM 30","29 May 2019","-","-","-","11215.72"
"NIFTY200 MOMENTUM 30","28 May 2019","-","-","-","11235.54"
"NIFTY200 MOMENTUM 30","27 May 2019","-","-","-","11215.91"
"NIFTY200 MOMENTUM 30","24 May 2019","-","-","-","11237.08"
"NIFTY200 MOMENTUM 30","23 May 2019","-","-","-","11117.69"
"NIFTY200 MOMENTUM 30","22 May 2019","-","-","-","11190.72"
"NIFTY200 MOMENTUM 30","21 May 2019","-","-","-","11218.42"
"NIFTY200 MOMENTUM 30","20 May 2019","-","-","-","11242.09"
"NIFTY200 MOMENTUM 30","17 May 2019","-","-","-","11021.48"
"NIFTY200 MOMENTUM 30","16 May 2019","-","-","-","10924.79"
"NIFTY200 MOMENTUM 30","15 May 2019","-","-","-","10815.93"
"NIFTY200 MOMENTUM 30","14 May 2019","-","-","-","10820.57"
"NIFTY200 MOMENTUM 30","13 May 2019","-","-","-","10856.92"
"NIFTY200 MOMENTUM 30","10 May 2019","-","-","-","10941.43"
"NIFTY200 MOMENTUM 30","09 May 2019","-","-","-","10938.93"
"NIFTY200 MOMENTUM 30","08 May 2019","-","-","-","10956.72"
"NIFTY200 MOMENTUM 30","07 May 2019","-","-","-","11080.73"
"NIFTY200 MOMENTUM 30","06 May 2019","-","-","-","11141.23"
"NIFTY200 MOMENTUM 30","03 May 2019","-","-","-","11271.05"
"NIFTY200 MOMENTUM 30","02 May 2019","-","-","-","11362.07"
"NIFTY200 MOMENTUM 30","30 Apr 2019","-","-","-","11474.94"
"NIFTY200 MOMENTUM 30","26 Apr 2019","-","-","-","11407.72"
"NIFTY200 MOMENTUM 30","25 Apr 2019","-","-","-","11315.48"
"NIFTY200 MOMENTUM 30","24 Apr 2019","-","-","-","11362.70"
"NIFTY200 MOMENTUM 30","23 Apr 2019","-","-","-","11228.88"
"NIFTY200 MOMENTUM 30","22 Apr 2019","-","-","-","11208.95"
"NIFTY200 MOMENTUM 30","18 Apr 2019","-","-","-","11302.72"
"NIFTY200 MOMENTUM 30","16 Apr 2019","-","-","-","11311.10"
"NIFTY200 MOMENTUM 30","15 Apr 2019","-","-","-","11257.32"
"NIFTY200 MOMENTUM 30","12 Apr 2019","-","-","-","11197.35"
"NIFTY200 MOMENTUM 30","11 Apr 2019","-","-","-","11177.52"
"NIFTY200 MOMENTUM 30","10 Apr 2019","-","-","-","11184.58"
"NIFTY200 MOMENTUM 30","09 Apr 2019","-","-","-","11217.69"
"NIFTY200 MOMENTUM 30","08 Apr 2019","-","-","-","11152.16"
"NIFTY200 MOMENTUM 30","05 Apr 2019","-","-","-","11187.48"
"NIFTY200 MOMENTUM 30","04 Apr 2019","-","-","-","11147.02"
"NIFTY200 MOMENTUM 30","03 Apr 2019","-","-","-","11168.07"
"NIFTY200 MOMENTUM 30","02 Apr 2019","-","-","-","11222.94"
"NIFTY200 MOMENTUM 30","01 Apr 2019","-","-","-","11226.59"
"NIFTY200 MOMENTUM 30","29 Mar 2019","-","-","-","11188.09"
"NIFTY200 MOMENTUM 30","28 Mar 2019","-","-","-","11099.02"
"NIFTY200 MOMENTUM 30","27 Mar 2019","-","-","-","11029.98"
"NIFTY200 MOMENTUM 30","26 Mar 2019","-","-","-","11090.63"
"NIFTY200 MOMENTUM 30","25 Mar 2019","-","-","-","10980.60"
"NIFTY200 MOMENTUM 30","22 Mar 2019","-","-","-","11051.05"
"NIFTY200 MOMENTUM 30","20 Mar 2019","-","-","-","11099.94"
"NIFTY200 MOMENTUM 30","19 Mar 2019","-","-","-","11103.55"
"NIFTY200 MOMENTUM 30","18 Mar 2019","-","-","-","11056.11"
"NIFTY200 MOMENTUM 30","15 Mar 2019","-","-","-","11024.28"
"NIFTY200 MOMENTUM 30","14 Mar 2019","-","-","-","10957.04"
"NIFTY200 MOMENTUM 30","13 Mar 2019","-","-","-","10957.17"
"NIFTY200 MOMENTUM 30","12 Mar 2019","-","-","-","10967.63"
"NIFTY200 MOMENTUM 30","11 Mar 2019","-","-","-","10865.61"
"NIFTY200 MOMENTUM 30","08 Mar 2019","-","-","-","10739.36"
"NIFTY200 MOMENTUM 30","07 Mar 2019","-","-","-","10770.09"
"NIFTY200 MOMENTUM 30","06 Mar 2019","-","-","-","10836.35"
